[2026-02-27 04:20:21,985][__main__][INFO] - Loading Model: Qwen/Qwen3-1.7B
[2026-02-27 04:41:49,880][__main__][INFO] - Epoch 0 | Step 1880 | Loss: 1.7891 | LR: 0.000081
[2026-02-27 04:41:56,543][__main__][INFO] - Epoch 0 | Step 1890 | Loss: 1.4297 | LR: 0.000081
[2026-02-27 04:41:56,544][__main__][INFO] - Epoch 0 | Step 1890 | Loss: 1.2812 | LR: 0.000081
[2026-02-27 04:42:03,037][__main__][INFO] - Epoch 0 | Step 1900 | Loss: 1.7266 | LR: 0.000081
[2026-02-27 04:42:03,038][__main__][INFO] - Epoch 0 | Step 1900 | Loss: 1.5703 | LR: 0.000081
[2026-02-27 04:42:09,543][__main__][INFO] - Epoch 0 | Step 1910 | Loss: 1.6172 | LR: 0.000080
[2026-02-27 04:42:09,544][__main__][INFO] - Epoch 0 | Step 1910 | Loss: 1.2500 | LR: 0.000080
[2026-02-27 04:42:16,020][__main__][INFO] - Epoch 0 | Step 1920 | Loss: 1.2578 | LR: 0.000080
[2026-02-27 04:42:16,021][__main__][INFO] - Epoch 0 | Step 1920 | Loss: 1.5078 | LR: 0.000080
[2026-02-27 04:42:22,520][__main__][INFO] - Epoch 0 | Step 1930 | Loss: 1.6719 | LR: 0.000080
[2026-02-27 04:42:22,521][__main__][INFO] - Epoch 0 | Step 1930 | Loss: 1.8750 | LR: 0.000080
[2026-02-27 04:42:29,000][__main__][INFO] - Epoch 0 | Step 1940 | Loss: 1.3359 | LR: 0.000080
[2026-02-27 04:42:29,001][__main__][INFO] - Epoch 0 | Step 1940 | Loss: 1.5469 | LR: 0.000080
[2026-02-27 04:42:35,495][__main__][INFO] - Epoch 0 | Step 1950 | Loss: 1.5156 | LR: 0.000080
[2026-02-27 04:42:35,601][__main__][INFO] - Epoch 0 | Step 1950 | Loss: 1.3750 | LR: 0.000080
[2026-02-27 04:42:41,934][__main__][INFO] - Epoch 0 | Step 1960 | Loss: 1.3828 | LR: 0.000080
[2026-02-27 04:42:41,935][__main__][INFO] - Epoch 0 | Step 1960 | Loss: 1.4844 | LR: 0.000080
[2026-02-27 04:42:48,638][__main__][INFO] - Epoch 0 | Step 1970 | Loss: 1.5469 | LR: 0.000080
[2026-02-27 04:42:48,639][__main__][INFO] - Epoch 0 | Step 1970 | Loss: 1.5312 | LR: 0.000080
[2026-02-27 04:42:54,975][__main__][INFO] - Epoch 0 | Step 1980 | Loss: 1.3828 | LR: 0.000080
[2026-02-27 04:42:54,976][__main__][INFO] - Epoch 0 | Step 1980 | Loss: 1.7188 | LR: 0.000080
[2026-02-27 04:43:01,637][__main__][INFO] - Epoch 0 | Step 1990 | Loss: 1.7734 | LR: 0.000080
[2026-02-27 04:43:01,638][__main__][INFO] - Epoch 0 | Step 1990 | Loss: 1.5312 | LR: 0.000080
[2026-02-27 04:43:07,973][__main__][INFO] - Epoch 0 | Step 2000 | Loss: 1.5703 | LR: 0.000080
[2026-02-27 04:43:07,973][__main__][INFO] - Epoch 0 | Step 2000 | Loss: 1.1875 | LR: 0.000080
[2026-02-27 04:43:14,618][__main__][INFO] - Epoch 0 | Step 2010 | Loss: 1.7188 | LR: 0.000079
[2026-02-27 04:43:14,618][__main__][INFO] - Epoch 0 | Step 2010 | Loss: 1.6562 | LR: 0.000079
[2026-02-27 04:43:21,106][__main__][INFO] - Epoch 0 | Step 2020 | Loss: 1.3594 | LR: 0.000079
[2026-02-27 04:43:21,106][__main__][INFO] - Epoch 0 | Step 2020 | Loss: 1.4297 | LR: 0.000079
[2026-02-27 04:43:27,605][__main__][INFO] - Epoch 0 | Step 2030 | Loss: 1.6484 | LR: 0.000079
[2026-02-27 04:43:27,605][__main__][INFO] - Epoch 0 | Step 2030 | Loss: 1.3281 | LR: 0.000079
[2026-02-27 04:43:34,080][__main__][INFO] - Epoch 0 | Step 2040 | Loss: 1.4688 | LR: 0.000079
[2026-02-27 04:43:34,080][__main__][INFO] - Epoch 0 | Step 2040 | Loss: 1.5469 | LR: 0.000079
[2026-02-27 04:43:40,566][__main__][INFO] - Epoch 0 | Step 2050 | Loss: 1.6250 | LR: 0.000079
[2026-02-27 04:43:40,567][__main__][INFO] - Epoch 0 | Step 2050 | Loss: 1.6250 | LR: 0.000079
[2026-02-27 04:43:47,053][__main__][INFO] - Epoch 0 | Step 2060 | Loss: 1.6172 | LR: 0.000079
[2026-02-27 04:43:47,053][__main__][INFO] - Epoch 0 | Step 2060 | Loss: 1.5078 | LR: 0.000079
[2026-02-27 04:43:53,556][__main__][INFO] - Epoch 0 | Step 2070 | Loss: 2.0156 | LR: 0.000079
[2026-02-27 04:43:53,556][__main__][INFO] - Epoch 0 | Step 2070 | Loss: 1.7188 | LR: 0.000079
[2026-02-27 04:44:00,234][__main__][INFO] - Epoch 0 | Step 2080 | Loss: 1.7031 | LR: 0.000079
[2026-02-27 04:44:00,235][__main__][INFO] - Epoch 0 | Step 2080 | Loss: 1.6953 | LR: 0.000079
[2026-02-27 04:44:06,745][__main__][INFO] - Epoch 0 | Step 2090 | Loss: 1.6406 | LR: 0.000079
[2026-02-27 04:44:06,746][__main__][INFO] - Epoch 0 | Step 2090 | Loss: 1.7578 | LR: 0.000079
[2026-02-27 04:44:13,247][__main__][INFO] - Epoch 0 | Step 2100 | Loss: 1.5625 | LR: 0.000079
[2026-02-27 04:44:13,247][__main__][INFO] - Epoch 0 | Step 2100 | Loss: 1.9062 | LR: 0.000079
[2026-02-27 04:44:19,757][__main__][INFO] - Epoch 0 | Step 2110 | Loss: 1.4688 | LR: 0.000078
[2026-02-27 04:44:19,757][__main__][INFO] - Epoch 0 | Step 2110 | Loss: 1.5391 | LR: 0.000078
[2026-02-27 04:44:26,255][__main__][INFO] - Epoch 0 | Step 2120 | Loss: 1.4531 | LR: 0.000078
[2026-02-27 04:44:26,255][__main__][INFO] - Epoch 0 | Step 2120 | Loss: 1.5938 | LR: 0.000078
[2026-02-27 04:44:32,762][__main__][INFO] - Epoch 0 | Step 2130 | Loss: 1.3828 | LR: 0.000078
[2026-02-27 04:44:32,763][__main__][INFO] - Epoch 0 | Step 2130 | Loss: 1.6406 | LR: 0.000078
[2026-02-27 04:44:39,445][__main__][INFO] - Epoch 0 | Step 2140 | Loss: 1.6719 | LR: 0.000078
[2026-02-27 04:44:39,446][__main__][INFO] - Epoch 0 | Step 2140 | Loss: 1.5234 | LR: 0.000078
[2026-02-27 04:44:45,783][__main__][INFO] - Epoch 0 | Step 2150 | Loss: 1.6328 | LR: 0.000078
[2026-02-27 04:44:45,784][__main__][INFO] - Epoch 0 | Step 2150 | Loss: 1.7656 | LR: 0.000078
[2026-02-27 04:44:52,480][__main__][INFO] - Epoch 0 | Step 2160 | Loss: 1.2500 | LR: 0.000078
[2026-02-27 04:44:52,481][__main__][INFO] - Epoch 0 | Step 2160 | Loss: 1.4766 | LR: 0.000078
[2026-02-27 04:44:58,814][__main__][INFO] - Epoch 0 | Step 2170 | Loss: 1.7109 | LR: 0.000078
[2026-02-27 04:44:58,815][__main__][INFO] - Epoch 0 | Step 2170 | Loss: 1.5703 | LR: 0.000078
[2026-02-27 04:45:05,514][__main__][INFO] - Epoch 0 | Step 2180 | Loss: 1.5000 | LR: 0.000078
[2026-02-27 04:45:05,515][__main__][INFO] - Epoch 0 | Step 2180 | Loss: 1.3516 | LR: 0.000078
[2026-02-27 04:45:11,851][__main__][INFO] - Epoch 0 | Step 2190 | Loss: 1.5703 | LR: 0.000078
[2026-02-27 04:45:11,852][__main__][INFO] - Epoch 0 | Step 2190 | Loss: 1.5781 | LR: 0.000078
[2026-02-27 04:45:18,511][__main__][INFO] - Epoch 0 | Step 2200 | Loss: 1.6172 | LR: 0.000077
[2026-02-27 04:45:18,511][__main__][INFO] - Epoch 0 | Step 2200 | Loss: 1.2734 | LR: 0.000077
[2026-02-27 04:45:25,005][__main__][INFO] - Epoch 0 | Step 2210 | Loss: 1.2109 | LR: 0.000077
[2026-02-27 04:45:25,005][__main__][INFO] - Epoch 0 | Step 2210 | Loss: 1.3828 | LR: 0.000077
[2026-02-27 04:45:31,504][__main__][INFO] - Epoch 0 | Step 2220 | Loss: 1.2344 | LR: 0.000077
[2026-02-27 04:45:31,505][__main__][INFO] - Epoch 0 | Step 2220 | Loss: 1.7500 | LR: 0.000077
[2026-02-27 04:45:37,991][__main__][INFO] - Epoch 0 | Step 2230 | Loss: 1.4453 | LR: 0.000077
[2026-02-27 04:45:37,991][__main__][INFO] - Epoch 0 | Step 2230 | Loss: 1.3438 | LR: 0.000077
[2026-02-27 04:45:44,491][__main__][INFO] - Epoch 0 | Step 2240 | Loss: 1.3125 | LR: 0.000077
[2026-02-27 04:45:44,491][__main__][INFO] - Epoch 0 | Step 2240 | Loss: 1.4141 | LR: 0.000077
[2026-02-27 04:45:50,978][__main__][INFO] - Epoch 0 | Step 2250 | Loss: 1.7422 | LR: 0.000077
[2026-02-27 04:45:50,979][__main__][INFO] - Epoch 0 | Step 2250 | Loss: 1.3125 | LR: 0.000077
[2026-02-27 04:45:57,480][__main__][INFO] - Epoch 0 | Step 2260 | Loss: 1.3672 | LR: 0.000077
[2026-02-27 04:45:57,480][__main__][INFO] - Epoch 0 | Step 2260 | Loss: 1.3203 | LR: 0.000077
[2026-02-27 04:46:04,139][__main__][INFO] - Epoch 0 | Step 2270 | Loss: 1.5469 | LR: 0.000077
[2026-02-27 04:46:04,140][__main__][INFO] - Epoch 0 | Step 2270 | Loss: 1.2578 | LR: 0.000077
[2026-02-27 04:46:10,671][__main__][INFO] - Epoch 0 | Step 2280 | Loss: 1.6172 | LR: 0.000077
[2026-02-27 04:46:10,672][__main__][INFO] - Epoch 0 | Step 2280 | Loss: 1.3438 | LR: 0.000077
[2026-02-27 04:46:17,187][__main__][INFO] - Epoch 0 | Step 2290 | Loss: 1.6328 | LR: 0.000077
[2026-02-27 04:46:17,188][__main__][INFO] - Epoch 0 | Step 2290 | Loss: 1.4766 | LR: 0.000077
[2026-02-27 04:46:23,700][__main__][INFO] - Epoch 0 | Step 2300 | Loss: 1.5156 | LR: 0.000076
[2026-02-27 04:46:23,700][__main__][INFO] - Epoch 0 | Step 2300 | Loss: 1.4766 | LR: 0.000076
[2026-02-27 04:46:30,212][__main__][INFO] - Epoch 0 | Step 2310 | Loss: 1.4531 | LR: 0.000076
[2026-02-27 04:46:30,213][__main__][INFO] - Epoch 0 | Step 2310 | Loss: 1.4609 | LR: 0.000076
[2026-02-27 04:46:36,754][__main__][INFO] - Epoch 0 | Step 2320 | Loss: 1.4531 | LR: 0.000076
[2026-02-27 04:46:36,755][__main__][INFO] - Epoch 0 | Step 2320 | Loss: 1.3828 | LR: 0.000076
[2026-02-27 04:46:43,258][__main__][INFO] - Epoch 0 | Step 2330 | Loss: 1.6406 | LR: 0.000076
[2026-02-27 04:46:43,259][__main__][INFO] - Epoch 0 | Step 2330 | Loss: 1.3438 | LR: 0.000076
[2026-02-27 04:46:49,746][__main__][INFO] - Epoch 0 | Step 2340 | Loss: 1.7344 | LR: 0.000076
[2026-02-27 04:46:49,747][__main__][INFO] - Epoch 0 | Step 2340 | Loss: 1.6328 | LR: 0.000076
[2026-02-27 04:46:56,428][__main__][INFO] - Epoch 0 | Step 2350 | Loss: 1.5312 | LR: 0.000076
[2026-02-27 04:46:56,429][__main__][INFO] - Epoch 0 | Step 2350 | Loss: 1.7969 | LR: 0.000076
[2026-02-27 04:47:02,760][__main__][INFO] - Epoch 0 | Step 2360 | Loss: 1.5703 | LR: 0.000076
[2026-02-27 04:47:02,761][__main__][INFO] - Epoch 0 | Step 2360 | Loss: 1.5469 | LR: 0.000076
[2026-02-27 04:47:09,439][__main__][INFO] - Epoch 0 | Step 2370 | Loss: 1.3125 | LR: 0.000076
[2026-02-27 04:47:09,439][__main__][INFO] - Epoch 0 | Step 2370 | Loss: 1.3047 | LR: 0.000076
[2026-02-27 04:47:15,774][__main__][INFO] - Epoch 0 | Step 2380 | Loss: 1.7734 | LR: 0.000076
[2026-02-27 04:47:15,774][__main__][INFO] - Epoch 0 | Step 2380 | Loss: 1.4062 | LR: 0.000076
[2026-02-27 04:47:22,462][__main__][INFO] - Epoch 0 | Step 2390 | Loss: 1.5781 | LR: 0.000076
[2026-02-27 04:47:22,462][__main__][INFO] - Epoch 0 | Step 2390 | Loss: 1.6328 | LR: 0.000076
[2026-02-27 04:47:28,794][__main__][INFO] - Epoch 0 | Step 2400 | Loss: 1.4531 | LR: 0.000075
[2026-02-27 04:47:28,794][__main__][INFO] - Epoch 0 | Step 2400 | Loss: 1.6172 | LR: 0.000075
[2026-02-27 04:47:35,325][__main__][INFO] - Epoch 0 | Step 2410 | Loss: 1.4531 | LR: 0.000075
[2026-02-27 04:47:35,326][__main__][INFO] - Epoch 0 | Step 2410 | Loss: 1.3906 | LR: 0.000075
[2026-02-27 04:47:41,660][__main__][INFO] - Epoch 0 | Step 2420 | Loss: 1.7734 | LR: 0.000075
[2026-02-27 04:47:41,789][__main__][INFO] - Epoch 0 | Step 2420 | Loss: 1.3750 | LR: 0.000075
[2026-02-27 04:47:48,303][__main__][INFO] - Epoch 0 | Step 2430 | Loss: 1.5469 | LR: 0.000075
[2026-02-27 04:47:48,303][__main__][INFO] - Epoch 0 | Step 2430 | Loss: 1.6328 | LR: 0.000075
[2026-02-27 04:47:54,820][__main__][INFO] - Epoch 0 | Step 2440 | Loss: 1.4688 | LR: 0.000075
[2026-02-27 04:47:54,820][__main__][INFO] - Epoch 0 | Step 2440 | Loss: 1.5703 | LR: 0.000075
[2026-02-27 04:48:01,338][__main__][INFO] - Epoch 0 | Step 2450 | Loss: 1.5312 | LR: 0.000075
[2026-02-27 04:48:01,339][__main__][INFO] - Epoch 0 | Step 2450 | Loss: 1.1484 | LR: 0.000075
[2026-02-27 04:48:08,030][__main__][INFO] - Epoch 0 | Step 2460 | Loss: 1.4297 | LR: 0.000075
[2026-02-27 04:48:08,031][__main__][INFO] - Epoch 0 | Step 2460 | Loss: 1.3359 | LR: 0.000075
[2026-02-27 04:48:14,358][__main__][INFO] - Epoch 0 | Step 2470 | Loss: 1.8984 | LR: 0.000075
[2026-02-27 04:48:14,358][__main__][INFO] - Epoch 0 | Step 2470 | Loss: 1.7188 | LR: 0.000075
[2026-02-27 04:48:21,065][__main__][INFO] - Epoch 0 | Step 2480 | Loss: 1.3828 | LR: 0.000075
[2026-02-27 04:48:21,065][__main__][INFO] - Epoch 0 | Step 2480 | Loss: 1.4609 | LR: 0.000075
[2026-02-27 04:48:27,402][__main__][INFO] - Epoch 0 | Step 2490 | Loss: 1.6250 | LR: 0.000075
[2026-02-27 04:48:27,402][__main__][INFO] - Epoch 0 | Step 2490 | Loss: 1.5312 | LR: 0.000075
[2026-02-27 04:48:34,121][__main__][INFO] - Epoch 0 | Step 2500 | Loss: 1.5156 | LR: 0.000074
[2026-02-27 04:48:34,121][__main__][INFO] - Epoch 0 | Step 2500 | Loss: 1.4375 | LR: 0.000074
[2026-02-27 04:48:40,564][__main__][INFO] - Epoch 0 | Step 2510 | Loss: 1.4766 | LR: 0.000074
[2026-02-27 04:48:40,564][__main__][INFO] - Epoch 0 | Step 2510 | Loss: 1.4688 | LR: 0.000074
[2026-02-27 04:48:47,092][__main__][INFO] - Epoch 0 | Step 2520 | Loss: 1.4219 | LR: 0.000074
[2026-02-27 04:48:47,092][__main__][INFO] - Epoch 0 | Step 2520 | Loss: 1.4062 | LR: 0.000074
[2026-02-27 04:48:53,607][__main__][INFO] - Epoch 0 | Step 2530 | Loss: 1.5469 | LR: 0.000074
[2026-02-27 04:48:53,608][__main__][INFO] - Epoch 0 | Step 2530 | Loss: 1.4766 | LR: 0.000074
[2026-02-27 04:49:00,119][__main__][INFO] - Epoch 0 | Step 2540 | Loss: 1.6641 | LR: 0.000074
[2026-02-27 04:49:00,119][__main__][INFO] - Epoch 0 | Step 2540 | Loss: 1.7578 | LR: 0.000074
[2026-02-27 04:49:06,654][__main__][INFO] - Epoch 0 | Step 2550 | Loss: 1.5078 | LR: 0.000074
[2026-02-27 04:49:06,654][__main__][INFO] - Epoch 0 | Step 2550 | Loss: 1.2656 | LR: 0.000074
[2026-02-27 04:49:13,186][__main__][INFO] - Epoch 0 | Step 2560 | Loss: 1.9531 | LR: 0.000074
[2026-02-27 04:49:13,187][__main__][INFO] - Epoch 0 | Step 2560 | Loss: 1.7500 | LR: 0.000074
[2026-02-27 04:49:19,749][__main__][INFO] - Epoch 0 | Step 2570 | Loss: 1.4062 | LR: 0.000074
[2026-02-27 04:49:19,749][__main__][INFO] - Epoch 0 | Step 2570 | Loss: 1.6016 | LR: 0.000074
[2026-02-27 04:49:26,433][__main__][INFO] - Epoch 0 | Step 2580 | Loss: 1.6094 | LR: 0.000074
[2026-02-27 04:49:26,434][__main__][INFO] - Epoch 0 | Step 2580 | Loss: 1.4688 | LR: 0.000074
[2026-02-27 04:49:32,775][__main__][INFO] - Epoch 0 | Step 2590 | Loss: 1.4922 | LR: 0.000074
[2026-02-27 04:49:32,775][__main__][INFO] - Epoch 0 | Step 2590 | Loss: 1.6719 | LR: 0.000074
[2026-02-27 04:49:39,480][__main__][INFO] - Epoch 0 | Step 2600 | Loss: 1.4375 | LR: 0.000073
[2026-02-27 04:49:39,481][__main__][INFO] - Epoch 0 | Step 2600 | Loss: 1.2031 | LR: 0.000073
[2026-02-27 04:49:45,825][__main__][INFO] - Epoch 0 | Step 2610 | Loss: 1.7578 | LR: 0.000073
[2026-02-27 04:49:45,825][__main__][INFO] - Epoch 0 | Step 2610 | Loss: 1.3828 | LR: 0.000073
[2026-02-27 04:49:52,572][__main__][INFO] - Epoch 0 | Step 2620 | Loss: 1.4219 | LR: 0.000073
[2026-02-27 04:49:52,572][__main__][INFO] - Epoch 0 | Step 2620 | Loss: 1.4531 | LR: 0.000073
[2026-02-27 04:49:58,907][__main__][INFO] - Epoch 0 | Step 2630 | Loss: 1.4531 | LR: 0.000073
[2026-02-27 04:49:58,907][__main__][INFO] - Epoch 0 | Step 2630 | Loss: 1.3828 | LR: 0.000073
[2026-02-27 04:50:05,599][__main__][INFO] - Epoch 0 | Step 2640 | Loss: 1.2812 | LR: 0.000073
[2026-02-27 04:50:05,599][__main__][INFO] - Epoch 0 | Step 2640 | Loss: 1.3281 | LR: 0.000073
[2026-02-27 04:50:12,125][__main__][INFO] - Epoch 0 | Step 2650 | Loss: 1.4062 | LR: 0.000073
[2026-02-27 04:50:12,126][__main__][INFO] - Epoch 0 | Step 2650 | Loss: 1.7109 | LR: 0.000073
[2026-02-27 04:50:18,653][__main__][INFO] - Epoch 0 | Step 2660 | Loss: 1.5547 | LR: 0.000073
[2026-02-27 04:50:18,654][__main__][INFO] - Epoch 0 | Step 2660 | Loss: 1.5078 | LR: 0.000073
[2026-02-27 04:50:25,188][__main__][INFO] - Epoch 0 | Step 2670 | Loss: 1.4375 | LR: 0.000073
[2026-02-27 04:50:25,189][__main__][INFO] - Epoch 0 | Step 2670 | Loss: 1.7188 | LR: 0.000073
[2026-02-27 04:50:31,521][__main__][INFO] - Epoch 0 | Step 2680 | Loss: 1.5781 | LR: 0.000073
[2026-02-27 04:50:31,521][__main__][INFO] - Epoch 0 | Step 2680 | Loss: 1.2734 | LR: 0.000073
[2026-02-27 04:50:38,245][__main__][INFO] - Epoch 0 | Step 2690 | Loss: 1.6641 | LR: 0.000072
[2026-02-27 04:50:38,245][__main__][INFO] - Epoch 0 | Step 2690 | Loss: 1.5938 | LR: 0.000072
[2026-02-27 04:50:44,574][__main__][INFO] - Epoch 0 | Step 2700 | Loss: 1.6328 | LR: 0.000072
[2026-02-27 04:50:44,575][__main__][INFO] - Epoch 0 | Step 2700 | Loss: 1.4219 | LR: 0.000072
[2026-02-27 04:50:51,290][__main__][INFO] - Epoch 0 | Step 2710 | Loss: 1.4688 | LR: 0.000072
[2026-02-27 04:50:51,290][__main__][INFO] - Epoch 0 | Step 2710 | Loss: 1.6172 | LR: 0.000072
[2026-02-27 04:50:57,626][__main__][INFO] - Epoch 0 | Step 2720 | Loss: 1.1250 | LR: 0.000072
[2026-02-27 04:50:57,626][__main__][INFO] - Epoch 0 | Step 2720 | Loss: 1.3594 | LR: 0.000072
[2026-02-27 04:51:04,379][__main__][INFO] - Epoch 0 | Step 2730 | Loss: 1.6016 | LR: 0.000072
[2026-02-27 04:51:04,379][__main__][INFO] - Epoch 0 | Step 2730 | Loss: 1.6641 | LR: 0.000072
[2026-02-27 04:51:10,711][__main__][INFO] - Epoch 0 | Step 2740 | Loss: 1.3516 | LR: 0.000072
[2026-02-27 04:51:10,711][__main__][INFO] - Epoch 0 | Step 2740 | Loss: 1.6797 | LR: 0.000072
[2026-02-27 04:51:17,463][__main__][INFO] - Epoch 0 | Step 2750 | Loss: 1.5625 | LR: 0.000072
[2026-02-27 04:51:17,464][__main__][INFO] - Epoch 0 | Step 2750 | Loss: 1.8672 | LR: 0.000072
[2026-02-27 04:51:23,976][__main__][INFO] - Epoch 0 | Step 2760 | Loss: 1.3047 | LR: 0.000072
[2026-02-27 04:51:23,976][__main__][INFO] - Epoch 0 | Step 2760 | Loss: 1.3672 | LR: 0.000072
[2026-02-27 04:51:30,507][__main__][INFO] - Epoch 0 | Step 2770 | Loss: 1.2891 | LR: 0.000072
[2026-02-27 04:51:30,507][__main__][INFO] - Epoch 0 | Step 2770 | Loss: 1.3203 | LR: 0.000072
[2026-02-27 04:51:37,031][__main__][INFO] - Epoch 0 | Step 2780 | Loss: 1.6094 | LR: 0.000072
[2026-02-27 04:51:37,031][__main__][INFO] - Epoch 0 | Step 2780 | Loss: 0.9688 | LR: 0.000072
[2026-02-27 04:51:43,548][__main__][INFO] - Epoch 0 | Step 2790 | Loss: 1.3203 | LR: 0.000071
[2026-02-27 04:51:43,549][__main__][INFO] - Epoch 0 | Step 2790 | Loss: 1.5234 | LR: 0.000071
[2026-02-27 04:51:50,056][__main__][INFO] - Epoch 0 | Step 2800 | Loss: 1.5469 | LR: 0.000071
[2026-02-27 04:51:50,057][__main__][INFO] - Epoch 0 | Step 2800 | Loss: 1.5625 | LR: 0.000071
[2026-02-27 04:51:56,606][__main__][INFO] - Epoch 0 | Step 2810 | Loss: 1.7266 | LR: 0.000071
[2026-02-27 04:51:56,606][__main__][INFO] - Epoch 0 | Step 2810 | Loss: 1.5312 | LR: 0.000071
[2026-02-27 04:52:03,117][__main__][INFO] - Epoch 0 | Step 2820 | Loss: 1.4766 | LR: 0.000071
[2026-02-27 04:52:03,118][__main__][INFO] - Epoch 0 | Step 2820 | Loss: 1.5547 | LR: 0.000071
[2026-02-27 04:52:09,678][__main__][INFO] - Epoch 0 | Step 2830 | Loss: 1.3125 | LR: 0.000071
[2026-02-27 04:52:09,679][__main__][INFO] - Epoch 0 | Step 2830 | Loss: 1.4453 | LR: 0.000071
[2026-02-27 04:52:16,139][__main__][INFO] - Epoch 0 | Step 2840 | Loss: 1.7578 | LR: 0.000071
[2026-02-27 04:52:16,140][__main__][INFO] - Epoch 0 | Step 2840 | Loss: 1.1484 | LR: 0.000071
[2026-02-27 04:52:22,877][__main__][INFO] - Epoch 0 | Step 2850 | Loss: 1.4844 | LR: 0.000071
[2026-02-27 04:52:22,878][__main__][INFO] - Epoch 0 | Step 2850 | Loss: 1.3672 | LR: 0.000071
[2026-02-27 04:52:29,209][__main__][INFO] - Epoch 0 | Step 2860 | Loss: 1.2344 | LR: 0.000071
[2026-02-27 04:52:29,210][__main__][INFO] - Epoch 0 | Step 2860 | Loss: 1.2422 | LR: 0.000071
[2026-02-27 04:52:36,000][__main__][INFO] - Epoch 0 | Step 2870 | Loss: 1.3125 | LR: 0.000071
[2026-02-27 04:52:36,001][__main__][INFO] - Epoch 0 | Step 2870 | Loss: 1.6094 | LR: 0.000071
[2026-02-27 04:52:42,595][__main__][INFO] - Epoch 0 | Step 2880 | Loss: 1.4219 | LR: 0.000071
[2026-02-27 04:52:42,596][__main__][INFO] - Epoch 0 | Step 2880 | Loss: 1.7734 | LR: 0.000071
[2026-02-27 04:52:49,103][__main__][INFO] - Epoch 0 | Step 2890 | Loss: 1.3203 | LR: 0.000070
[2026-02-27 04:52:49,103][__main__][INFO] - Epoch 0 | Step 2890 | Loss: 1.5703 | LR: 0.000070
[2026-02-27 04:52:55,705][__main__][INFO] - Epoch 0 | Step 2900 | Loss: 1.3906 | LR: 0.000070
[2026-02-27 04:52:55,706][__main__][INFO] - Epoch 0 | Step 2900 | Loss: 1.5781 | LR: 0.000070
[2026-02-27 04:53:02,245][__main__][INFO] - Epoch 0 | Step 2910 | Loss: 1.6250 | LR: 0.000070
[2026-02-27 04:53:02,246][__main__][INFO] - Epoch 0 | Step 2910 | Loss: 1.9297 | LR: 0.000070
[2026-02-27 04:53:08,841][__main__][INFO] - Epoch 0 | Step 2920 | Loss: 1.7344 | LR: 0.000070
[2026-02-27 04:53:08,841][__main__][INFO] - Epoch 0 | Step 2920 | Loss: 1.5625 | LR: 0.000070
[2026-02-27 04:53:15,357][__main__][INFO] - Epoch 0 | Step 2930 | Loss: 1.3672 | LR: 0.000070
[2026-02-27 04:53:15,358][__main__][INFO] - Epoch 0 | Step 2930 | Loss: 1.6562 | LR: 0.000070
[2026-02-27 04:53:22,158][__main__][INFO] - Epoch 0 | Step 2940 | Loss: 1.1875 | LR: 0.000070
[2026-02-27 04:53:22,159][__main__][INFO] - Epoch 0 | Step 2940 | Loss: 1.3438 | LR: 0.000070
[2026-02-27 04:53:28,487][__main__][INFO] - Epoch 0 | Step 2950 | Loss: 1.6250 | LR: 0.000070
[2026-02-27 04:53:28,487][__main__][INFO] - Epoch 0 | Step 2950 | Loss: 1.9375 | LR: 0.000070
[2026-02-27 04:53:35,219][__main__][INFO] - Epoch 0 | Step 2960 | Loss: 1.4141 | LR: 0.000070
[2026-02-27 04:53:35,220][__main__][INFO] - Epoch 0 | Step 2960 | Loss: 1.3750 | LR: 0.000070
[2026-02-27 04:53:41,552][__main__][INFO] - Epoch 0 | Step 2970 | Loss: 1.6641 | LR: 0.000070
[2026-02-27 04:53:41,552][__main__][INFO] - Epoch 0 | Step 2970 | Loss: 1.4688 | LR: 0.000070
[2026-02-27 04:53:48,321][__main__][INFO] - Epoch 0 | Step 2980 | Loss: 1.5625 | LR: 0.000070
[2026-02-27 04:53:48,322][__main__][INFO] - Epoch 0 | Step 2980 | Loss: 1.4531 | LR: 0.000070
[2026-02-27 04:53:54,659][__main__][INFO] - Epoch 0 | Step 2990 | Loss: 1.2578 | LR: 0.000069
[2026-02-27 04:53:54,660][__main__][INFO] - Epoch 0 | Step 2990 | Loss: 1.5625 | LR: 0.000069
[2026-02-27 04:54:01,458][__main__][INFO] - Epoch 0 | Step 3000 | Loss: 1.3750 | LR: 0.000069
[2026-02-27 04:54:01,459][__main__][INFO] - Epoch 0 | Step 3000 | Loss: 1.3750 | LR: 0.000069
[2026-02-27 04:54:07,790][__main__][INFO] - Epoch 0 | Step 3010 | Loss: 1.4141 | LR: 0.000069
[2026-02-27 04:54:07,790][__main__][INFO] - Epoch 0 | Step 3010 | Loss: 1.5000 | LR: 0.000069
[2026-02-27 04:54:14,582][__main__][INFO] - Epoch 0 | Step 3020 | Loss: 1.2656 | LR: 0.000069
[2026-02-27 04:54:14,582][__main__][INFO] - Epoch 0 | Step 3020 | Loss: 1.4062 | LR: 0.000069
[2026-02-27 04:54:21,121][__main__][INFO] - Epoch 0 | Step 3030 | Loss: 1.3984 | LR: 0.000069
[2026-02-27 04:54:21,122][__main__][INFO] - Epoch 0 | Step 3030 | Loss: 1.7188 | LR: 0.000069
[2026-02-27 04:54:27,674][__main__][INFO] - Epoch 0 | Step 3040 | Loss: 1.5234 | LR: 0.000069
